id,size,width,height,pixels,movie_year,red_pixels,green_pixels,blue_pixels,object detected
tt0080979,10563,300,444,133200,1980,10920696,10919407,11120725,"man 0.037, man 0.009, airplane 0.006, microphone 0.005, woman 0.003, man 0.003"
tt0080437,15574,300,414,124200,1980,2862119,2861330,3060646,"airplane 0.047, weapon 0.043, microphone 0.015, airplane 0.014, weapon 0.006, weapon 0.003"
tt0081044,16529,300,206,61800,1980,5238079,5385497,5169445,"man 0.307, man 0.095, woman 0.087, man 0.019, man 0.012, woman 0.011, woman 0.011, microphone 0.011, woman 0.009, microphone 0.006, woman 0.005, woman 0.005, microphone 0.005, woman 0.004, woman 0.004, microphone 0.004"
tt0081758,17968,300,462,138600,1980,9690008,10188638,16734410,"man 0.064, woman 0.036, woman 0.015, animal 0.014, woman 0.012, man 0.010, animal 0.009, woman 0.008, man 0.007, animal 0.005, car 0.004, instrument 0.004, roses 0.004, woman 0.003, microphone 0.003"
tt0081759,18138,300,460,138000,1980,9393700,9362732,9770201,"car 0.022, shield 0.019, microphone 0.009, microphone 0.009, microphone 0.007, instrument 0.006, instrument 0.006, instrument 0.005, microphone 0.004, microphone 0.004, microphone 0.004"
tt0081554,19793,300,478,143400,1980,7716345,6389421,7206404,"woman 0.147, woman 0.103, man 0.081, woman 0.020, woman 0.003"
tt0080749,20385,300,431,129300,1980,16787195,13438316,10761401,"man 0.164, man 0.013, woman 0.009, woman 0.009, man 0.008, man 0.007, woman 0.004"
tt0080469,20417,300,427,128100,1980,14833463,13342849,11980675,"microphone 0.194, woman 0.149, man 0.111, woman 0.070, woman 0.058, woman 0.054, man 0.042, microphone 0.009, microphone 0.008, microphone 0.008, microphone 0.008, microphone 0.008, microphone 0.008, microphone 0.007, microphone 0.006, microphone 0.006, microphone 0.006, microphone 0.005, microphone 0.005, microphone 0.004, microphone 0.003"
tt0081568,20531,300,397,119100,1980,13515438,14023896,14737311,"instrument 0.114, animal 0.094, instrument 0.066, woman 0.059, instrument 0.052, man 0.038, instrument 0.030, instrument 0.024, microphone 0.022, weapon 0.017, instrument 0.013, instrument 0.011, weapon 0.010, microphone 0.010, animal 0.010, instrument 0.010, man 0.009, instrument 0.008, animal 0.006, man 0.004, instrument 0.004, instrument 0.003, weapon 0.003"
tt0081080,20965,300,394,118200,1980,12471279,12390246,17940874,"woman 0.040, animal 0.035, animal 0.034, animal 0.019, animal 0.010, animal 0.009, animal 0.008, animal 0.008, instrument 0.008, animal 0.008, animal 0.007, roses 0.007, animal 0.005, animal 0.003"
tt0080455,21084,300,427,128100,1980,14573226,13830551,12221941,"man 0.429, woman 0.363, man 0.012, microphone 0.006, woman 0.006, microphone 0.004"
tt0080487,21337,300,444,133200,1980,11424053,19028129,13856950,"woman 0.041, man 0.026, man 0.022, man 0.021, man 0.016, animal 0.015, woman 0.014, woman 0.014, man 0.012, animal 0.012, shield 0.009, woman 0.008, shield 0.008, man 0.006, man 0.006, man 0.004"
tt0081414,21736,300,425,127500,1980,9755520,9169685,6581202,"man 0.062, microphone 0.017, man 0.007, man 0.005"
tt0081280,22250,300,442,132600,1980,12053862,11378634,10478450,"man 0.734, microphone 0.025"
tt0080948,23256,300,421,126300,1980,7850923,7726211,7681864,"animal 0.017, weapon 0.006, animal 0.004"
tt0081534,23371,300,420,126000,1980,20803319,25588592,28229473,"woman 0.288, man 0.247, animal 0.013, animal 0.011, man 0.005"
tt0080798,23444,300,434,130200,1980,13389360,10944352,6263292,"woman 0.645, woman 0.175, woman 0.028"
tt0080500,23522,300,425,127500,1980,8983105,7373073,6035938,"woman 0.310, woman 0.171, woman 0.135, woman 0.069, man 0.017"
tt0080360,23639,300,420,126000,1980,5098524,6340341,11246303,"animal 0.054, man 0.027, animal 0.026, woman 0.014"
tt0080907,23716,300,427,128100,1980,5447400,10382465,19479510,"man 0.742, weapon 0.095, weapon 0.013, weapon 0.005, weapon 0.005, car 0.005, weapon 0.004, instrument 0.003"
tt0080975,24018,300,473,141900,1980,25208356,25650120,25803551,woman 0.484
tt0080754,24213,300,408,122400,1980,11016134,10910056,11560612,"man 0.143, man 0.069, car 0.055, man 0.047, airplane 0.047, man 0.040, shield 0.015, man 0.012, man 0.005"
tt0080365,24291,300,464,139200,1980,16977709,16826183,14409793,"man 0.652, man 0.024, man 0.016"
tt0081353,24394,300,427,128100,1980,19029391,17183659,18123844,"woman 0.466, man 0.444, man 0.145, animal 0.028, woman 0.013, microphone 0.008, man 0.006, microphone 0.003"
tt0080850,24605,300,470,141000,1980,10803460,12114431,16493860,"man 0.125, instrument 0.034, woman 0.008, man 0.004"
tt0080863,24840,300,445,133500,1980,25544786,25628280,27771554,"woman 0.247, woman 0.114, roses 0.026, woman 0.022, woman 0.006"
tt0080790,24970,300,431,129300,1980,19970339,20198274,20399052,"woman 0.311, animal 0.013, shield 0.013, airplane 0.012, weapon 0.005, weapon 0.004, airplane 0.004, airplane 0.004, woman 0.003"
tt0081433,25438,300,433,129900,1980,9648807,11986091,17309039,"woman 0.547, woman 0.005, microphone 0.004, roses 0.003"
tt0081485,25471,300,469,140700,1980,27433831,27750151,28330438,"woman 0.061, animal 0.034, woman 0.027, animal 0.017, animal 0.011, weapon 0.004, car 0.004, woman 0.004, roses 0.003, animal 0.003, roses 0.003"
tt0081163,25504,300,424,127200,1980,22765241,23153611,22690112,"airplane 0.176, roses 0.005, airplane 0.003, airplane 0.003"
tt0081656,25877,300,473,141900,1980,14516864,14516864,14516864,"man 0.056, roses 0.055, man 0.014, woman 0.013, woman 0.012, man 0.009, man 0.008, woman 0.008, man 0.006, man 0.005, roses 0.005, woman 0.004"
tt0080731,26007,300,470,141000,1980,18296383,20079627,13967177,"animal 0.022, shield 0.004"
tt0080520,26168,300,427,128100,1980,20999425,22304866,22783883,"car 0.752, car 0.101, animal 0.040, microphone 0.022, car 0.014, car 0.011, car 0.008, microphone 0.006, microphone 0.006, car 0.006, shield 0.006, man 0.005, man 0.004, car 0.003"
tt0081747,26466,300,386,115800,1980,15299275,16872844,20430148,"man 0.067, woman 0.057, weapon 0.051, microphone 0.037, woman 0.031, woman 0.024, man 0.024, woman 0.022, woman 0.014, instrument 0.012, woman 0.011, man 0.008, woman 0.007, woman 0.006, car 0.005"
tt0081283,26535,300,423,126900,1980,8107950,8111497,8076797,"woman 0.452, woman 0.349, man 0.138, woman 0.119"
tt0080808,26750,300,470,141000,1980,25910017,25980408,28907158,"man 0.055, woman 0.025, roses 0.015, woman 0.009, animal 0.008, woman 0.007, woman 0.007, roses 0.006, shield 0.005, man 0.005, woman 0.004, animal 0.004, animal 0.003, man 0.003"
tt0081032,26820,300,451,135300,1980,16722469,13555118,17380674,"man 0.043, man 0.026, woman 0.024, man 0.024, woman 0.022, woman 0.018, woman 0.013, woman 0.011, woman 0.011, woman 0.009, woman 0.008, man 0.006, woman 0.006, woman 0.005, man 0.004, man 0.003"
tt0080474,26934,300,469,140700,1980,21161869,22030021,24085436,"man 0.151, animal 0.004"
tt0081480,27050,300,436,130800,1980,19737182,24007868,27596812,"woman 0.387, man 0.350, man 0.164"
tt0081696,27090,300,444,133200,1980,8370772,9161287,10458946,"man 0.683, instrument 0.062, microphone 0.061, woman 0.029, microphone 0.029, microphone 0.017, weapon 0.015, microphone 0.012, microphone 0.012, instrument 0.011, instrument 0.008, instrument 0.007, microphone 0.006, microphone 0.006, shield 0.006, microphone 0.004, instrument 0.004, roses 0.003"
tt0081777,27131,300,444,133200,1980,24433857,22659927,22524684,"woman 0.204, woman 0.192, woman 0.008"
tt0080549,27203,300,440,132000,1980,13552695,12012852,11578041,"woman 0.791, microphone 0.680, microphone 0.076, microphone 0.047, microphone 0.044, microphone 0.026, microphone 0.023, instrument 0.012, instrument 0.011, instrument 0.008, microphone 0.007, microphone 0.006, microphone 0.006, woman 0.006"
tt0081259,27256,300,465,139500,1980,14135557,13263301,13552786,"shield 0.030, car 0.010, man 0.008, microphone 0.008"
tt0080339,27414,300,444,133200,1980,25781805,24452349,24055431,"airplane 0.828, airplane 0.013, car 0.010, car 0.003"
tt0081375,27417,300,444,133200,1980,6515980,7763583,9436282,woman 0.369
tt0081269,27713,300,424,127200,1980,19913618,19491177,18320340,"animal 0.706, man 0.397, animal 0.070, man 0.057"
tt0080854,28314,300,472,141600,1980,22241169,23016324,24135409,"woman 0.068, woman 0.028, woman 0.028, woman 0.021, woman 0.013, woman 0.009, woman 0.009, airplane 0.008, microphone 0.004, woman 0.004, roses 0.003"
tt0080739,28457,300,448,134400,1980,18126060,11595212,12230262,"woman 0.083, woman 0.068, man 0.064, man 0.027, microphone 0.022, man 0.020, microphone 0.012, woman 0.011, microphone 0.003"
tt0080888,28715,300,444,133200,1980,17146111,20272581,25186454,"woman 0.572, woman 0.480, car 0.092, woman 0.090, man 0.076, man 0.016, man 0.013, instrument 0.012, woman 0.010, woman 0.007, car 0.007, weapon 0.006, woman 0.004, weapon 0.004, weapon 0.004, woman 0.003"
tt0080724,28732,300,451,135300,1980,22348310,22309857,22792502,"man 0.330, man 0.024, car 0.009"
tt0080661,28816,300,450,135000,1980,12812531,11865869,13017203,"woman 0.258, woman 0.033, woman 0.015, man 0.007, woman 0.007, microphone 0.006, microphone 0.004, animal 0.004"
tt0080569,28997,300,429,128700,1980,5257364,5748504,10931607,"man 0.166, man 0.143, woman 0.008, man 0.007, woman 0.007, microphone 0.004"
tt0080550,29124,300,460,138000,1980,23593330,22467323,23396636,"woman 0.279, man 0.197, woman 0.118, car 0.019, instrument 0.012, car 0.007, car 0.006, instrument 0.005, weapon 0.004, car 0.004"
tt0080861,29144,300,461,138300,1980,24593191,27241079,29464146,"animal 0.224, woman 0.035, animal 0.033, animal 0.023, animal 0.021, man 0.017, man 0.016, man 0.010, animal 0.006, shield 0.006, car 0.005, animal 0.005, animal 0.004, animal 0.004, man 0.004, weapon 0.004"
tt0081505,29175,300,439,131700,1980,1657041,20708458,26072518,"animal 0.062, man 0.007"
tt0081748,29198,300,427,128100,1980,13078697,13062202,13867243,"man 0.528, man 0.124, microphone 0.106, woman 0.094, microphone 0.052, microphone 0.029, microphone 0.016, microphone 0.013, microphone 0.010, microphone 0.010, microphone 0.008, microphone 0.008, microphone 0.006, microphone 0.006, microphone 0.006, microphone 0.004, instrument 0.004, animal 0.003"
tt0081698,29204,300,422,126600,1980,20290659,20500603,21314119,"car 0.806, woman 0.452, woman 0.199, airplane 0.019, car 0.012, car 0.007, car 0.006, car 0.005, car 0.005, animal 0.004, woman 0.004"
tt0080556,29339,300,450,135000,1980,20430243,22133691,24143313,"woman 0.433, man 0.282, woman 0.014, man 0.004"
tt0080756,29511,300,412,123600,1980,11314992,10165980,11749463,"car 0.546, woman 0.440, woman 0.413, woman 0.331, woman 0.330, car 0.140, car 0.064, microphone 0.018, instrument 0.012, car 0.010, car 0.007, car 0.007, instrument 0.006, microphone 0.005, woman 0.005, car 0.004"
tt0080684,29561,300,444,133200,1980,15599899,13593692,14786989,"animal 0.134, man 0.097, animal 0.034, man 0.016, animal 0.012, animal 0.011, woman 0.010, man 0.010, man 0.009, animal 0.007, animal 0.007, animal 0.006, animal 0.005, animal 0.005, man 0.004, animal 0.004, animal 0.004, man 0.004, man 0.004, woman 0.003, man 0.003, animal 0.003"
tt0080855,29706,300,450,135000,1980,22619679,26134768,31627105,"woman 0.217, animal 0.027, animal 0.021"
tt0081439,29752,300,454,136200,1980,21818254,19597335,17429197,"woman 0.097, woman 0.068, woman 0.053, car 0.048, woman 0.022, woman 0.019, man 0.014, instrument 0.013, instrument 0.006, instrument 0.006, instrument 0.006, instrument 0.005, microphone 0.005, woman 0.004, car 0.004, instrument 0.004, microphone 0.003"
tt0081334,31198,300,472,141600,1980,21319147,20818128,21142786,"roses 0.040, animal 0.040, animal 0.023, animal 0.021, shield 0.013, instrument 0.011, animal 0.011, airplane 0.008, roses 0.007, animal 0.005, animal 0.005, car 0.004, animal 0.004, instrument 0.004, animal 0.003"
tt0081398,31330,300,450,135000,1980,8453809,8866214,11368498,"man 0.604, man 0.010"
tt0081060,31409,300,442,132600,1980,17685137,18203888,19847525,"woman 0.610, woman 0.306, woman 0.017, woman 0.008, man 0.006, woman 0.003"
tt0081625,31647,300,470,141000,1980,17020163,14881829,19743644,"woman 0.139, man 0.068, man 0.028, woman 0.027, microphone 0.007, woman 0.007, woman 0.004, man 0.004, woman 0.003"
tt0081150,31651,300,428,128400,1980,14955486,14016660,13466909,"man 0.549, woman 0.181, instrument 0.141, woman 0.107, woman 0.096, man 0.092, microphone 0.008, weapon 0.008, instrument 0.007, instrument 0.007"
tt0079285,31804,300,443,132900,1980,12704711,11255708,10750789,"car 0.044, car 0.030, instrument 0.023, airplane 0.022, roses 0.011, car 0.007, microphone 0.005, shield 0.004, microphone 0.004, roses 0.004"
tt0081159,32927,300,425,127500,1980,12843246,10968100,11102900,"woman 0.212, woman 0.114, woman 0.107, man 0.074, man 0.043, man 0.038, woman 0.021, woman 0.014, woman 0.013, man 0.011, woman 0.008, woman 0.007, man 0.007, woman 0.007, microphone 0.007, man 0.006, man 0.006, man 0.005, woman 0.005, microphone 0.004, woman 0.004, animal 0.004, man 0.003"
tt0081031,32987,300,429,128700,1980,20691033,19300692,19811559,"man 0.576, airplane 0.270, woman 0.269, man 0.252, airplane 0.133, shield 0.126, airplane 0.067, man 0.062, instrument 0.043, instrument 0.038, instrument 0.022, microphone 0.021, instrument 0.018, shield 0.016, car 0.015, microphone 0.013, car 0.011, woman 0.011, car 0.010, microphone 0.010, instrument 0.009, airplane 0.008, car 0.007, instrument 0.007, microphone 0.006, microphone 0.006, instrument 0.006, instrument 0.004, microphone 0.004, instrument 0.003, instrument 0.003"
tt0081529,33332,300,428,128400,1980,14954595,14092885,13859030,"airplane 0.489, woman 0.480, man 0.409, car 0.396, car 0.246, car 0.141, instrument 0.129, man 0.067, car 0.026, car 0.020, microphone 0.009, woman 0.006, airplane 0.006, instrument 0.005, woman 0.004, woman 0.004, car 0.004"
tt0080678,33687,300,450,135000,1980,7916081,10206995,10628254,"man 0.646, animal 0.548, animal 0.119, animal 0.006, man 0.005, animal 0.004"
tt0080634,33803,300,460,138000,1980,10317345,9570058,10396528,"woman 0.809, woman 0.058, instrument 0.015, woman 0.009, woman 0.006, woman 0.006, woman 0.006, woman 0.005, instrument 0.005"
tt0081207,33897,300,442,132600,1980,15445514,12381910,14812105,"woman 0.651, woman 0.173, instrument 0.065, woman 0.024, instrument 0.010, instrument 0.007, weapon 0.006, weapon 0.005, instrument 0.005, microphone 0.004, animal 0.003, instrument 0.003, instrument 0.003"
tt0080868,34181,300,466,139800,1980,14591661,14308469,18549087,"man 0.107, man 0.103, woman 0.008, woman 0.004, woman 0.004, roses 0.003"
tt0081235,35444,300,474,142200,1980,15504508,14747160,15535455,"woman 0.036, woman 0.032, man 0.027, woman 0.021, animal 0.019, woman 0.016, woman 0.015, man 0.010, woman 0.009, woman 0.005, woman 0.004, woman 0.004"
tt0080745,35565,300,450,135000,1980,6926173,9336282,13414369,"man 0.156, woman 0.037, man 0.030, woman 0.026, microphone 0.016, woman 0.015, microphone 0.012, shield 0.011, instrument 0.010, weapon 0.008, instrument 0.007, man 0.007, woman 0.007, woman 0.006, woman 0.005, weapon 0.005, instrument 0.005, instrument 0.005, weapon 0.005, woman 0.004, woman 0.004, weapon 0.003, microphone 0.003, woman 0.003"
tt0080881,35614,300,541,162300,1980,20565677,22185140,24714718,"car 0.616, woman 0.503, woman 0.280, car 0.241, woman 0.137, car 0.079, car 0.053, car 0.049, car 0.044, car 0.026, car 0.021, car 0.018, car 0.012, shield 0.011, car 0.009, car 0.008, car 0.008, car 0.006, car 0.005, car 0.004"
tt0081528,35656,300,407,122100,1980,15297687,17909958,20019120,"woman 0.179, woman 0.155, woman 0.086, man 0.064, instrument 0.041, car 0.030, man 0.023, woman 0.020, woman 0.017, woman 0.015, woman 0.008, weapon 0.008, woman 0.007, man 0.006, woman 0.005, car 0.005, instrument 0.004, woman 0.004, woman 0.003"
tt0081383,36670,300,541,162300,1980,10403707,14759275,24305435,"woman 0.718, roses 0.396, roses 0.117, roses 0.025, roses 0.022, roses 0.004"
tt0080402,36860,300,550,165000,1980,10282107,12219166,15957224,"man 0.618, instrument 0.027, animal 0.017, animal 0.004"
tt0080442,37315,300,469,140700,1980,17113494,15701496,16662935,"woman 0.190, woman 0.105, man 0.070, woman 0.057, woman 0.019, microphone 0.017, instrument 0.015, car 0.010, microphone 0.007, woman 0.005, woman 0.005, microphone 0.004, man 0.003"
tt0081751,37396,300,438,131400,1980,9527138,14053077,16904232,"man 0.076, woman 0.059, woman 0.044, man 0.041, instrument 0.030, woman 0.027, instrument 0.020, woman 0.016, woman 0.015, animal 0.014, woman 0.011, woman 0.010, man 0.009, woman 0.009, animal 0.007, woman 0.005, roses 0.005, man 0.005, woman 0.005, roses 0.004, man 0.003"
tt0080377,37756,300,432,129600,1980,7218640,10337140,17390407,"car 0.613, man 0.240, woman 0.225, woman 0.019, woman 0.007, woman 0.005"
tt0081268,38253,300,451,135300,1980,16859185,14341093,13734335,"man 0.426, microphone 0.013, car 0.011, microphone 0.010, microphone 0.010, microphone 0.009, animal 0.009, microphone 0.008, instrument 0.007, microphone 0.006, weapon 0.004, man 0.003, microphone 0.003, microphone 0.003"
tt0081562,38259,300,438,131400,1980,13705720,19430654,22097037,"animal 0.158, animal 0.041, man 0.037, animal 0.035, animal 0.023, animal 0.005, woman 0.005, woman 0.005, woman 0.003"
tt0080453,38583,300,450,135000,1980,7065053,14113304,19724838,"woman 0.454, roses 0.297, man 0.217, roses 0.106, roses 0.071, roses 0.051, roses 0.044, roses 0.026, roses 0.024, woman 0.024, man 0.023, roses 0.020, roses 0.018, roses 0.014, woman 0.011, roses 0.009, roses 0.009, animal 0.008, roses 0.004, roses 0.003, roses 0.003"
tt0080736,38802,300,424,127200,1980,14439838,13786420,11409801,"car 0.010, car 0.004, airplane 0.004, airplane 0.003"
tt0081184,39211,300,450,135000,1980,8637110,10668462,11607241,"woman 0.081, animal 0.063, animal 0.044, woman 0.034, man 0.019, woman 0.007, woman 0.005, animal 0.005, animal 0.004, woman 0.004, woman 0.003, animal 0.003"
tt0080461,39530,300,445,133500,1980,21367731,20550799,21212937,"animal 0.029, animal 0.018, roses 0.016, animal 0.008, animal 0.008, roses 0.006, shield 0.006, airplane 0.006, roses 0.004, animal 0.004, car 0.003"
tt0079302,41449,300,428,128400,1980,16678239,18898685,20113450,"animal 0.184, man 0.157, man 0.099, instrument 0.065, woman 0.050, woman 0.040, microphone 0.040, woman 0.025, animal 0.022, roses 0.021, woman 0.018, instrument 0.015, woman 0.013, animal 0.011, instrument 0.010, microphone 0.006, instrument 0.005, microphone 0.005, weapon 0.005, man 0.005, weapon 0.005, man 0.004, weapon 0.004, instrument 0.004, roses 0.003"
tt0080913,41478,300,450,135000,1980,10650500,11458826,15977175,"man 0.211, man 0.060, instrument 0.045, roses 0.024, microphone 0.009, microphone 0.008, man 0.007, shield 0.007, microphone 0.007, microphone 0.007, roses 0.005, microphone 0.004, man 0.004, microphone 0.004, microphone 0.003"
tt0081249,42085,300,545,163500,1980,10824568,17620406,21484634,"man 0.531, woman 0.039, woman 0.034, animal 0.027, instrument 0.006, roses 0.003, woman 0.003"
tt0080472,42270,300,437,131100,1980,13254135,13469255,16940186,"animal 0.409, car 0.222, woman 0.191, woman 0.180, animal 0.115, woman 0.114, car 0.106, man 0.086, car 0.085, woman 0.059, woman 0.044, man 0.039, woman 0.016, car 0.013, man 0.011, animal 0.009, weapon 0.009, animal 0.005, animal 0.004, animal 0.004, animal 0.003"
tt0081063,43679,300,552,165600,1980,12499474,16139903,15505249,"woman 0.380, woman 0.177, man 0.175, man 0.053, man 0.053, man 0.027, woman 0.017, woman 0.011, woman 0.011, man 0.007, woman 0.006, microphone 0.005, microphone 0.005, man 0.005, woman 0.005, man 0.004, instrument 0.003, man 0.003, woman 0.003"
tt0081071,46221,300,450,135000,1980,13094869,22540963,28287787,"animal 0.230, animal 0.142, animal 0.087, animal 0.067, man 0.037, man 0.034, woman 0.028, animal 0.022, woman 0.009, animal 0.008, man 0.008, animal 0.005, microphone 0.005, woman 0.004, animal 0.004, animal 0.003"
tt0082495,10765,300,444,133200,1981,16015118,15984299,17084388,"car 0.083, car 0.072, man 0.032, car 0.031, shield 0.024, airplane 0.009, car 0.007, woman 0.006, car 0.006, animal 0.006, instrument 0.004"
tt0082449,13691,300,452,135600,1981,10761534,10761534,10761534,microphone 0.003
tt0082432,15799,300,444,133200,1981,18955865,21829573,23454701,"man 0.407, woman 0.310, animal 0.023, animal 0.015, woman 0.007, weapon 0.004, weapon 0.003"
tt0082766,16893,300,424,127200,1981,29269735,29427447,31062463,"man 0.199, roses 0.018, roses 0.010, woman 0.007"
tt0082979,17021,300,425,127500,1981,4327708,4210502,5221045,"woman 0.197, instrument 0.017, instrument 0.004, woman 0.003"
tt0082085,17283,300,432,129600,1981,3610971,3552453,4205199,"man 0.053, woman 0.038, microphone 0.019, man 0.012, instrument 0.009, microphone 0.007, microphone 0.005, microphone 0.004, microphone 0.004, microphone 0.003"
tt0083326,17558,300,366,109800,1981,17301152,17361549,17036496,"man 0.136, man 0.101, man 0.052, microphone 0.007"
tt0082497,18320,300,366,109800,1981,9341472,9304424,10114964,"animal 0.184, microphone 0.055, instrument 0.047, animal 0.033, animal 0.013, animal 0.005, microphone 0.005, car 0.004, shield 0.004, animal 0.003"
tt0082089,19179,300,406,121800,1981,7878401,8870552,9353043,"woman 0.477, woman 0.227, man 0.130"
tt0083336,19979,300,429,128700,1981,4568887,3871827,3123221,"animal 0.152, woman 0.123, car 0.109, microphone 0.011"
tt0082329,20465,300,445,133500,1981,12803772,14403041,22079133,"man 0.080, animal 0.063, woman 0.061, man 0.026, woman 0.019, woman 0.013"
tt0082418,20550,300,424,127200,1981,4845659,4602858,5899447,"man 0.040, weapon 0.006, microphone 0.004"
tt0082352,20836,300,366,109800,1981,10789014,11350133,12643838,"woman 0.517, instrument 0.013, instrument 0.007, shield 0.006, weapon 0.004"
tt0082525,20860,300,231,69300,1981,8045230,7849088,7655864,"animal 0.089, car 0.026, animal 0.018, man 0.017, animal 0.016, woman 0.016, woman 0.014, animal 0.014, woman 0.012, man 0.012, animal 0.010, animal 0.006, instrument 0.005, woman 0.005, instrument 0.004, woman 0.003"
tt0082010,20997,300,473,141900,1981,10062694,10129803,12353739,"weapon 0.046, weapon 0.031, instrument 0.028, weapon 0.004, airplane 0.003, instrument 0.003, microphone 0.003"
tt0082869,21219,300,403,120900,1981,7370100,7338638,6490437,"man 0.456, instrument 0.388, instrument 0.098, microphone 0.037, instrument 0.025, instrument 0.024, man 0.020, instrument 0.017, instrument 0.013, instrument 0.007, microphone 0.006, instrument 0.005, instrument 0.003"
tt0082894,21389,300,444,133200,1981,10557058,10425785,14236556,"man 0.023, man 0.010, man 0.006, man 0.006, roses 0.004"
tt0082886,21843,300,450,135000,1981,24256053,24224186,24749095,"man 0.203, man 0.117, airplane 0.021, weapon 0.014, airplane 0.004, microphone 0.003"
tt0082416,21917,300,438,131400,1981,17140828,17224329,18328285,"woman 0.162, man 0.096, woman 0.089, man 0.074, microphone 0.014, instrument 0.014, man 0.010, man 0.008, woman 0.006, instrument 0.005"
tt0082351,21922,300,428,128400,1981,8762024,8610460,8270251,"woman 0.459, man 0.325, man 0.048, instrument 0.037, microphone 0.015, woman 0.014, instrument 0.006, roses 0.004, shield 0.003, instrument 0.003, microphone 0.003"
tt0082031,22469,300,403,120900,1981,5804013,9572506,13621778,"woman 0.077, roses 0.064, man 0.032, roses 0.018, woman 0.016, shield 0.010, woman 0.008, roses 0.006, microphone 0.005, microphone 0.005, woman 0.004, shield 0.004"
tt0083193,22933,300,348,104400,1981,16593550,15754952,14397047,"man 0.267, man 0.096, airplane 0.087, microphone 0.052, microphone 0.034, man 0.020, shield 0.006, shield 0.004, airplane 0.004"
tt0082042,23203,300,362,108600,1981,19538303,19198802,20308905,"woman 0.475, man 0.140, man 0.117, woman 0.029, man 0.022, woman 0.016, woman 0.010, woman 0.006, instrument 0.004, woman 0.004"
tt0081964,23511,300,425,127500,1981,11248292,10334627,9236804,"woman 0.094, woman 0.085, woman 0.052, woman 0.051, woman 0.041, man 0.037, woman 0.027, woman 0.014, man 0.011, woman 0.010, woman 0.008, woman 0.005"
tt0082222,23534,300,439,131700,1981,10086864,9681563,8344780,"man 0.657, man 0.007, animal 0.006, woman 0.005, weapon 0.003"
tt0082558,23573,300,458,137400,1981,30214782,25598061,22134887,"woman 0.181, man 0.093, instrument 0.039, man 0.030, man 0.012, woman 0.008, man 0.006, woman 0.005, weapon 0.004, microphone 0.004, microphone 0.004, microphone 0.003"
tt0082111,23715,300,444,133200,1981,21564244,26153702,28820202,"man 0.228, animal 0.200, man 0.036, man 0.016, animal 0.007, man 0.006, instrument 0.004, weapon 0.004, animal 0.004, weapon 0.003"
tt0082288,24210,300,420,126000,1981,4289563,4120600,5514505,"man 0.166, woman 0.138, animal 0.038, animal 0.038, roses 0.019, shield 0.013, weapon 0.007, roses 0.006, animal 0.005, instrument 0.004, roses 0.004, animal 0.004, animal 0.003, microphone 0.003"
tt0082245,24777,300,469,140700,1981,13883336,12136957,11340620,"man 0.187, woman 0.122, woman 0.006, microphone 0.006, animal 0.005, roses 0.005, animal 0.005, woman 0.004"
tt0083113,24828,300,379,113700,1981,10232165,11031998,14735458,"woman 0.346, man 0.227, woman 0.043, instrument 0.035, instrument 0.025, airplane 0.017, woman 0.017, instrument 0.008, woman 0.008, animal 0.007, woman 0.006, woman 0.005, instrument 0.004, instrument 0.004, microphone 0.003, woman 0.003, microphone 0.003"
tt0082220,24840,300,450,135000,1981,18191185,17219925,18144193,"man 0.150, woman 0.141, microphone 0.076, woman 0.066, instrument 0.023, man 0.018, instrument 0.013, microphone 0.013, microphone 0.013, microphone 0.012, woman 0.011, woman 0.011, airplane 0.009, instrument 0.008, microphone 0.006, microphone 0.006, car 0.006, instrument 0.006, instrument 0.006, woman 0.006, man 0.005, instrument 0.005, instrument 0.005, woman 0.004, microphone 0.004, microphone 0.004, woman 0.004, microphone 0.004, microphone 0.004, instrument 0.003, woman 0.003"
tt0082457,25004,300,465,139500,1981,17258891,16598765,17279828,"woman 0.065, woman 0.044, woman 0.043, woman 0.024, man 0.021, woman 0.016, microphone 0.012, animal 0.011, animal 0.011, woman 0.010, woman 0.009, man 0.009, man 0.008, woman 0.008, woman 0.007, woman 0.007, man 0.005, man 0.004, man 0.004, woman 0.003, man 0.003, microphone 0.003, woman 0.003"
tt0082499,25016,300,467,140100,1981,24244409,26720388,28899161,"man 0.268, woman 0.048, weapon 0.025, weapon 0.014, instrument 0.014, instrument 0.008, microphone 0.007, weapon 0.006, weapon 0.006, instrument 0.005, weapon 0.005, instrument 0.004, instrument 0.004, weapon 0.004, instrument 0.003"
tt0082263,25093,300,431,129300,1981,22682335,23052361,25008780,"man 0.385, man 0.384, man 0.017, microphone 0.005, animal 0.005, microphone 0.005, woman 0.003"
tt0082992,25137,300,366,109800,1981,10865702,11741650,13279160,"woman 0.632, woman 0.555, woman 0.182, woman 0.033, woman 0.005, woman 0.004, woman 0.003"
tt0083254,25246,300,462,138600,1981,21455334,23055957,23791613,"woman 0.105, animal 0.076, woman 0.050, woman 0.034, woman 0.031, animal 0.018, woman 0.012, man 0.005, instrument 0.004"
tt0083006,26042,300,369,110700,1981,18691398,20744104,21627903,"animal 0.213, man 0.135, man 0.077, animal 0.049, woman 0.015, animal 0.011, man 0.007, animal 0.005, animal 0.004"
tt0082382,26345,300,422,126600,1981,17644525,15529117,16990202,"man 0.293, man 0.171, woman 0.119, man 0.054, woman 0.017, airplane 0.005"
